Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
"I will tell you what BBC stands for.
British bull crap... Cooperation.
ðŸ˜‚ðŸ˜‚ Common people do you think they report on Wars 100% truly ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚.
Anything political 100% neutral ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚.
Esp when they report on Trump ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚.
It's even more funny how people cannot recognise this..
Are the BBC right about them to thick to work out.. ðŸ˜:registered:.
Are we of the UK that dumb that we get fed stuff we never check facts on.
When was the last time you reading this fact checked what the BBC has been telling you.. ðŸ˜:registered:ðŸ˜:registered:.
There is a reason there's a license fee allowed to be run in the UK on its people.. Lol.
And it's definitely not for their good ðŸ˜‚.
That's why if the top three part is lose the next election and a new party Takes Over BBC are toast.
And you watched the way the BBC handled the next election ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚.. Those that still are capable of thinking for themselves with out being told what to think by the BBC ðŸ˜‚.
If the BBC had the slightest clue on what is actually happening they would know what's coming there way next election.. An end to their licence fee scam.
And good riddance.. About bloody time.
And you think the BBC will not be biased even you will be able to spot it. ðŸ˜:registered:ðŸ˜:registered:. Your see... Some of us no what's coming because we're not big Media sheep",i will tell you what bbc stands for british bull crap cooperation ðÿðÿ common people do you think they report on wars 100 truly ðÿðÿðÿðÿ anything political 100 neutral ðÿðÿðÿðÿðÿðÿ esp when they report on trump ðÿðÿðÿðÿ its even more funny how people cannot recognise this are the bbc right about them to thick to work out ðÿregistered are we of the uk that dumb that we get fed stuff we never check facts on when was the last time you reading this fact checked what the bbc has been telling you ðÿregisteredðÿregistered there is a reason theres a license fee allowed to be run in the uk on its people lol and its definitely not for their good ðÿ thats why if the top three part is lose the next election and a new party takes over bbc are toast and you watched the way the bbc handled the next election ðÿðÿðÿðÿðÿ those that still are capable of thinking for themselves with out being told what to think by the bbc ðÿ if the bbc had the slightest clue on what is actually happening they would know whats coming there way next election an end to their licence fee scam and good riddance about bloody time and you think the bbc will not be biased even you will be able to spot it ðÿregisteredðÿregistered your see some of us no whats coming because were not big media sheep,"{'neg': 0.087, 'neu': 0.826, 'pos': 0.087, 'compound': -0.2498}",-0.2498,Negative
Guy's please send helpðŸ˜­ in the comments,guys please send helpðÿ in the comments,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,Positive
Is it a verified news?,is it a verified news,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
How each time from china only virus starts .. is theses virus created by them,how each time from china only virus starts is theses virus created by them,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}",0.25,Positive
Wtf is this,wtf is this,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Stop eating weird shit and you won't get sick,stop eating weird shit and you wont get sick,"{'neg': 0.493, 'neu': 0.329, 'pos': 0.178, 'compound': -0.5856}",-0.5856,Negative
Corona 2: Return before GTA 6 is crazy,corona 2 return before gta 6 is crazy,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
Again they Hate Trump!!!!,again they hate trump,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
guys I cannot do this shit again I'm too poor for another shut down,guys i cannot do this shit again im too poor for another shut down,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.81}",-0.81,Negative
I think they are doing this cuz they want money,i think they are doing this cuz they want money,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
What the heck is this another judgement day or some?,what the heck is this another judgement day or some,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
HMPV better not ruin a year 2025,hmpv better not ruin a year 2025,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.716}",0.716,Positive
HMPV is common. It is worse in children younger than teens and in elderly/immune compromised individuals.,hmpv is common it is worse in children younger than teens and in elderlyimmune compromised individuals,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Happy new year everyone. ðŸŽ‰ðŸŽ‰ðŸŽ‰,happy new year everyone ðÿžðÿžðÿž,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,Positive
Season 2 ?,season 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2020 started with wtf and 2025 started with wtf lol,2020 started with wtf and 2025 started with wtf lol,"{'neg': 0.437, 'neu': 0.402, 'pos': 0.161, 'compound': -0.7003}",-0.7003,Negative
Restrict them from coming to other countries what a evil  country eating everything on there way isn't healthy ðŸ˜:registered:,restrict them from coming to other countries what a evil country eating everything on there way isnt healthy ðÿregistered,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.8503}",-0.8503,Negative
Why always new virus ðŸ¦  china?ðŸ˜¢,why always new virus ðÿ chinaðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
So Covid 25,so covid 25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Fake news and propaganda ðŸ˜‚ðŸ˜‚ðŸ˜‚,fake news and propaganda ðÿðÿðÿ,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
Where is the freedom of speech by deleting people's comments. Fake news,where is the freedom of speech by deleting peoples comments fake news,"{'neg': 0.179, 'neu': 0.578, 'pos': 0.243, 'compound': 0.2732}",0.2732,Positive
banned to all country,banned to all country,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
i have covid flahsbacks now..and thats not a normal flue what there happens,i have covid flahsbacks nowand thats not a normal flue what there happens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Keep remove my comments fake news ðŸ˜…,keep remove my comments fake news ðÿ,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Fake news ðŸ˜…,fake news ðÿ,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
As soon as trump gets back in office?????ðŸ˜¶,as soon as trump gets back in officeðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This is biological warfare,this is biological warfare,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Gates wanted to name it SEERS,gates wanted to name it seers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
That is Fake news according to DOH and there's Filipino in China there's no such thing like that please verify your source before posting your creating a panic to people most of us not financially recover from virus 4 years ago were bracing the inflation from the virus and wars.,that is fake news according to doh and theres filipino in china theres no such thing like that please verify your source before posting your creating a panic to people most of us not financially recover from virus 4 years ago were bracing the inflation from the virus and wars,"{'neg': 0.196, 'neu': 0.691, 'pos': 0.113, 'compound': -0.7351}",-0.7351,Negative
"Chinese new year , long leave for citizens often travelling abroad . before  chinese new year production will be ramped up in china . While other countries closing down factories due to infection , china will have surplus supplies . Then any import tariff wont matter  .",chinese new year long leave for citizens often travelling abroad before chinese new year production will be ramped up in china while other countries closing down factories due to infection china will have surplus supplies then any import tariff wont matter,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.0706}",-0.0706,Negative
For China humans are just lab rats...new attempt to revive its economy!,for china humans are just lab ratsnew attempt to revive its economy,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34,Positive
I have question those virus are only attacking average people but not politicians or Even prÃ:copyright:sidents expecially prÃ:copyright:sident of china himself,i have question those virus are only attacking average people but not politicians or even prãcopyrightsidents expecially prãcopyrightsident of china himself,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
Last time liverpool were on top of the league Covid struck. Coincidence I think not ðŸ˜­,last time liverpool were on top of the league covid struck coincidence i think not ðÿ,"{'neg': 0.112, 'neu': 0.787, 'pos': 0.101, 'compound': -0.0516}",-0.0516,Negative
2nd Trump term & PRC Deploys(!) its 2nd Bio-Weapon(!) â˜ ï¸ Don't Be Fooled Again ðŸ˜¡,2nd trump term prc deploys its 2nd bioweapon â ï dont be fooled again ðÿ,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.2924}",0.2924,Positive
Why only Indian news has this? Are you overhyping?,why only indian news has this are you overhyping,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Stop eating random wierd shit come on china,stop eating random wierd shit come on china,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.7003}",-0.7003,Negative
Shut down the airport immediately!!,shut down the airport immediately,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2025 already off to a great start.,2025 already off to a great start,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,Positive
............ Xi u love making the world a darker place don't you?,xi u love making the world a darker place dont you,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,Positive
"All you ppl saying you wonâ€:trade_mark:t take the vaccine this time around are the very ppl that called ppl like me crazy conspiracy theorist for not taking the C vaccine. 

Welcome to this side of reality. Finally",all you ppl saying you wonâtrade_markt take the vaccine this time around are the very ppl that called ppl like me crazy conspiracy theorist for not taking the c vaccine welcome to this side of reality finally,"{'neg': 0.131, 'neu': 0.745, 'pos': 0.124, 'compound': -0.0772}",-0.0772,Negative
these guys know what they are doing its accidentally,these guys know what they are doing its accidentally,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
these guys know what they are doing its accidentally,these guys know what they are doing its accidentally,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
these guys know what they are doing its accidentally,these guys know what they are doing its accidentally,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
these guys know what they are doing its accidentally,these guys know what they are doing its accidentally,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
Please not now i can't afford more lockdowns..,please not now i cant afford more lockdowns,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive
What does this virus do??,what does this virus do,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
here we go again...ðŸ˜¢ lockdowns and nonsense.,here we go againðÿ lockdowns and nonsense,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
They should stop eating everything that's on the moveðŸ˜¢,they should stop eating everything thats on the moveðÿ,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
I knew this would happen if Trump was elected.,i knew this would happen if trump was elected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Season two,season two,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
You guys never learn ðŸ˜‚,you guys never learn ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Season 2 EP1,season 2 ep1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
THE PROPHECY ITS COME TRUE THE WTF YEAR PROPHECY IS REALPL,the prophecy its come true the wtf year prophecy is realpl,"{'neg': 0.244, 'neu': 0.577, 'pos': 0.179, 'compound': -0.25}",-0.25,Negative
China needs to quit fucking around with bioweapons in their labs. First Covid-19 and now HMPV?,china needs to quit fucking around with bioweapons in their labs first covid19 and now hmpv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"If they stop eating nonsense, these things will stop automatically.",if they stop eating nonsense these things will stop automatically,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative
