Cleaned_Translated_Comment,VADER_Sentiment,Label_Encoded_Sentiment
mask or not those people are packed in like sardines the hospitals are not designed to handle contagious infections period,Neutral,1
no train from wuhan to duisburg,Negative,0
its a good thing there is no waccine as it was only shown to be safe and effective in depopulation,Positive,2
the chinese need a new government the ccp are incompetent at least,Negative,0
i live in the netherlands this is a kind of covid or flu i had this 3 times last year in a week your better only the cough stay longer we had this outbreak last year none of this news was on the news,Positive,2
here we go again dont buy their crap,Positive,2
is it the virus of poverty and inflation,Negative,0
the deep state is usung this as its losing the battle,Negative,0
well bill gates did say a new virus would come along,Positive,2
china will soon export it to the whole world by deceiving all this time the entire world has to be careful not like when covid was spread,Negative,0
in other news the buden administration has announced that sick people from china can have free flights to the united states and will get 500 dollars for every american they cough on,Positive,2
another crime against humanity the director of who is king pings buddy lord jesuschrist help us give us justice,Positive,2
the muslims scientist was released the viruses because uighur,Neutral,1
 we call it a cold  biggest scam who trys again again and again vaxxin damage,Negative,0
was faucci involved in this one two i wouldnt be surprised this is another way to sabotage the new presidency and to control the world i will not vaccinate if i die i die,Positive,2
i rebuke this in jesus might name,Neutral,1
unnecessary panic they are trying to spread,Negative,0
shut down this evil lab,Negative,0
o not anymore,Neutral,1
wake up everyone do not fall for this bs scam,Negative,0
china the scapegoat,Negative,0
remember the one who has the cure also created the virus,Positive,2
stop anyone from china entering the country no visas no importing stuff nothing then watch how quick they clean it up this is the plan they make the stuff in china and release to the world look up what china used to say about nuclear war theses people do not care about us just themselves,Negative,0
they came up with a fancy name they already mention the need for a new jab so get ready for the next plan  demic,Positive,2
omg more fear mongering just what we need,Negative,0
this is what they are cookin,Neutral,1
another path for population control elderly comorbidity children whose the mastermind making the billions pharm co bggsmz the rest spread fear,Negative,0
nature may be desperate trying to reduce chinese population since 15 billion is completely unnatural,Negative,0
the timing was set depending on the outcome of the us election same as last time,Neutral,1
we should take some precautionary steps lots of love wion  ,Positive,2
the videos here are from crovid period too,Neutral,1
china sucks ,Negative,0
